"Map","Name","DeleteGuid","KeepGuid","Entry","X","Y","Z","ClusterSize","DeleteInBaseline","KeepInBaseline"
"870","Tiger Temple Monk","509946","8170541","61211","3411","491.91","578.53","2","0","1"
"870","Tiger Temple Monk","509947","8170543","61211","3403.87","471.38","578.53","2","0","1"
"870","Tiger Temple Monk","509948","8170542","61211","3415.66","488.73","578.53","2","0","1"
"870","Tiger Temple Monk","509949","8170550","61211","3381.59","471.93","579.17","2","0","1"
"870","Tiger Temple Monk","509952","8170581","61211","3682.84","475.74","635.22","2","0","1"
"870","Tiger Temple Monk","509954","8170582","61211","3684.11","472.61","635.02","2","0","1"
"870","Tiger Temple Monk","509960","8170545","61211","3399.2","474.56","578.53","2","0","1"
"870","Tiger Temple Monk","509968","8170518","61211","3246.55","548.49","545.75","2","0","1"
"870","Tiger Temple Monk","509970","8170517","61211","3249.71","549.64","545.75","2","0","1"
"870","Tiger Temple Monk","509975","8170529","61211","3375.27","494.74","579.17","2","0","1"
"870","Tiger Temple Monk","509976","8170548","61211","3406.57","494.85","578.53","2","0","1"
"870","Tiger Temple Monk","509977","8170544","61211","3399.88","489.14","578.53","2","0","1"
"870","Tiger Temple Monk","509978","8170549","61211","3411.9","476.57","578.53","2","0","1"
"870","Tiger Temple Monk","509979","8170528","61211","3383.88","506.21","579.17","2","0","1"
"870","Tiger Temple Monk","509980","8170555","61211","3466.78","524.5","578.72","2","0","1"
"870","Tiger Temple Monk","510002","8170589","61211","3583.67","559.83","615.44","2","0","1"
"870","Tiger Temple Monk","510010","8170584","61211","3597.36","539.99","616.24","2","0","1"
"870","Tiger Temple Monk","510013","8170553","61211","3463.49","514.21","582.25","2","0","1"
"870","Tiger Temple Monk","510014","8170552","61211","3465.14","521.55","578.51","2","0","1"
"870","Tiger Temple Monk","510019","8170590","61211","3582.7","564.63","615.09","2","0","1"
"870","Tiger Temple Monk","510026","8170617","61211","3691.86","684.34","637.49","2","0","1"
"870","Tiger Temple Monk","510035","8170565","61211","3706.41","367.46","597.38","2","0","1"
"870","Tiger Temple Monk","510047","8170564","61211","3702.49","355.22","597.38","2","0","1"
"870","Tiger Temple Monk","510048","8170592","61211","3662.28","644.14","637.49","2","0","1"
"870","Tiger Temple Monk","510051","8170591","61211","3674.16","639.62","637.49","2","0","1"
"870","Tiger Temple Monk","510056","8170618","61211","3679.82","688.99","637.49","2","0","1"
"870","Tiger Temple Spectator","509961","8170537","61212","3425.96","494.88","579.17","2","0","1"
"870","Tiger Temple Spectator","509962","8170538","61212","3424.13","492.99","579.17","2","0","1"
"870","Tiger Temple Spectator","509963","8170536","61212","3423.95","496.92","579.17","2","0","1"
"870","Tiger Temple Spectator","509964","8170609","61212","3657.13","671.1","637.48","2","0","1"
"870","Tiger Temple Spectator","509982","8170578","61212","3739.44","371.1","597.38","2","0","1"
"870","Tiger Temple Spectator","510021","8170572","61212","3722.12","335.39","597.37","2","0","1"
"870","Tiger Temple Spectator","510025","8170571","61212","3724.72","333.79","597.38","2","0","1"
"870","Tiger Temple Spectator","510027","8170615","61212","3698.41","662.22","637.48","2","0","1"
"870","Tiger Temple Spectator","510028","8170611","61212","3699.88","657.51","637.49","2","0","1"
"870","Tiger Temple Spectator","510029","8170608","61212","3695.4","655.99","637.48","2","0","1"
"870","Tiger Temple Spectator","510031","8170573","61212","3727.11","374.22","597.37","2","0","1"
"870","Tiger Temple Spectator","510032","8170575","61212","3732.26","373.34","597.38","2","0","1"
"870","Tiger Temple Spectator","510033","8170574","61212","3718.38","336.65","597.37","2","0","1"
"870","Tiger Temple Spectator","510034","8170570","61212","3727.54","334.38","597.37","2","0","1"
"870","Tiger Temple Spectator","510039","8170577","61212","3735.25","374.68","597.38","2","0","1"
"870","Tiger Temple Spectator","510041","8170605","61212","3694.78","652.59","637.48","2","0","1"
"870","Tiger Temple Spectator","510043","8170614","61212","3660.12","676.32","637.48","2","0","1"
"870","Tiger Temple Spectator","510045","8170602","61212","3656.41","666.71","637.48","2","0","1"
"870","Tiger Temple Spectator","510049","8170610","61212","3659.48","672.91","637.48","2","0","1"
"870","Tigermaster Gai-Lin","522442","8174719","66246","2353.11","2978.54","419.61","2","0","1"
"870","Tigermaster Liu-Do","522961","8175473","66247","1443.59","2781.15","301.39","2","0","1"
"870","Tina Nguyen","534125","8155927","64074","838.7","245.35","522.07","2","0","1"
"870","Tina Wang","535310","1427","64040","1727.42","888.64","470.93","2","0","1"
"870","Tiny Bunny - GJC","534013","8155911","73699","879.91","257.22","504.32","2","0","1"
"870","Tiny Bunny - GJC","534015","8155949","73699","840.26","311.69","504.31","2","0","1"
"870","Tiny Bunny - GJC","535170","8155654","73699","1633.51","894.22","471.91","2","0","1"
"870","Tixit Brightfuse","535305","1381","64060","1723.43","978.93","471.01","2","0","1"
"870","Tomb Guardian","506863","8171708","60912","3748.36","1294.94","760.22","2","0","1"
"870","Tomb Guardian","506864","8171685","60912","3739.75","1325.91","756.88","2","0","1"
"870","Tony Tuna","519112","8182202","60182","-2463.48","526.41","0.76","2","0","1"
"870","Toothbreaker","515161","8160181","66716","-40.7","871.91","163.83","2","0","1"
"870","Tormented Spirit","510168","8171729","60825","3573.06","1266.69","748.51","2","0","1"
"870","Tormented Spirit","510170","8171721","60825","3653.24","1225.13","763.87","2","0","1"
"870","Tormented Spirit","510173","8171722","60825","3657.51","1224.48","763.44","2","0","1"
"870","Tormented Spirit","510177","8171718","60825","3651.27","1244.85","748.63","2","0","1"
"870","Tormented Spirit","510179","8171728","60825","3572.84","1270.72","748.46","2","0","1"
"870","Tormented Spirit","510188","8171740","60825","3540.06","1279.11","753.53","2","0","1"
"870","Tormented Spirit","510190","8171741","60825","3541.79","1275.51","752.3","2","0","1"
"870","Tormented Spirit","510235","8171717","60825","3653.69","1249.08","748.69","2","0","1"
"870","Tormented Spirit","510247","8171681","60825","3654.79","1293.91","748.63","2","0","1"
"870","Tormented Spirit","510248","8171679","60825","3652.93","1298.79","748.63","2","0","1"
"870","Tormented Spirit","510259","8171680","60825","3657.21","1298.13","748.63","2","0","1"
"870","Torso Kill Credit Bunny","501522","8162862","55379","2769.35","-568.09","252.28","2","0","1"
"870","Toshi","509684","8170637","64830","4330.72","867.3","109.33","2","0","1"
"870","Totally Generic Bunny (All Phase)","505966","8162369","32520","3184.64","-563.42","232.39","2","0","1"
"870","Totally Generic Bunny (JSB)","502591","8163250","28960","2021.09","-194.46","421.57","2","0","1"
"870","Totally Generic Bunny (JSB)","502592","8163269","28960","2021.7","-186.8","413.53","2","0","1"
"870","Totally Generic Bunny (JSB)","502593","8163247","28960","2025.61","-198.38","422.12","2","0","1"
"870","Totally Generic Bunny (JSB)","502594","8163275","28960","2030.05","-186.9","421.88","2","0","1"
"870","Totally Generic Bunny (JSB)","502595","8163274","28960","2026.23","-186.44","421.17","2","0","1"
"870","Totally Generic Bunny (JSB)","502596","8163276","28960","2023.8","-178.48","421.48","2","0","1"
"870","Totally Generic Bunny (JSB)","502597","8163253","28960","2016.8","-188.11","421.28","2","0","1"
"870","Totally Generic Bunny (JSB)","502598","8163252","28960","2026.45","-191.82","423.46","2","0","1"
"870","Totally Generic Bunny (JSB)","502599","8163257","28960","2029.58","-190.14","421.62","2","0","1"
"870","Totally Generic Bunny (JSB)","502600","8163273","28960","2025.43","-187.04","413.5","2","0","1"
"870","Totally Generic Bunny (JSB)","502601","8163249","28960","2020.91","-194.97","421.29","2","0","1"
"870","Totally Generic Bunny (JSB)","502602","8163246","28960","2015.52","-198.37","421.99","2","0","1"
"870","Totally Generic Bunny (JSB)","502605","8163248","28960","2009.68","-192.77","421.87","2","0","1"
"870","Totally Generic Bunny (JSB)","502606","8163254","28960","2022.56","-189.24","413.58","2","0","1"
"870","Totally Generic Bunny (JSB)","502607","8163256","28960","2024.09","-188.46","413.56","2","0","1"
"870","Totally Generic Bunny (JSB)","502608","8163251","28960","2015.99","-191.96","421.56","2","0","1"
"870","Totally Generic Bunny (JSB)","502609","8163272","28960","2023.57","-186.78","419.6","2","0","1"
"870","Totally Generic Bunny (JSB)","502610","8163271","28960","2017.19","-184.33","421.58","2","0","1"
"870","Totally Generic Bunny (JSB)","502611","8163255","28960","2025.34","-189.68","413.6","2","0","1"
"870","Totally Generic Bunny (JSB)","503557","8163319","28960","1721.87","-710.15","330.15","2","0","1"
"870","Totally Generic Bunny - GIGANTIC (JSB)","527480","8177618","65753","211.88","3210.75","226.87","2","0","1"
"870","Totally Generic Bunny - GIGANTIC (JSB)","527481","8177619","65753","215.61","3210.36","260.96","2","0","1"
"870","Totally Generic Bunny - GIGANTIC (JSB)","527482","8177620","65753","215.77","3210.3","257.89","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525425","8172453","64297","2422.51","5805.72","73.23","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525426","8172464","64297","2432.21","5810.07","70.59","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525435","8172470","64297","2444.43","5838.48","72.83","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525452","8172476","64297","2452.76","5784.85","73.7","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525453","8172475","64297","2447.51","5792.35","71.46","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525461","8172441","64297","2397.61","5840.29","71.1","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525469","8172468","64297","2414.64","5768.07","67.88","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525481","8172414","64297","2335.38","5859.69","68.51","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525483","8172439","64297","2390.41","5844.84","69.21","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525486","8172442","64297","2385.02","5795.31","71.52","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525487","8172438","64297","2372.65","5833.71","72.11","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525496","8172433","64297","2383.17","5864.35","70.66","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525498","8172434","64297","2362.64","5837.35","69.98","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525557","8172474","64297","2418.62","5757.37","70.33","2","0","1"
"870","Townlong Steppes - Sra'vess - Amber Channel Target","525578","8172480","64297","2471.06","5746.48","70.19","2","0","1"
"870","Toya","502751","8165174","56348","1503.34","-1840.99","246.28","2","0","1"
"870","Tracker Lang","535227","8155715","63986","1563.51","954.22","473.67","2","0","1"
"870","Training Bag","511745","8183321","66969","3893.96","1810.01","904.42","2","0","1"
"870","Training Bag","511761","8183405","66969","3890.62","1791.31","904.42","4","0","1"
"870","Training Bag","511764","8183319","66969","3888.54","1793.26","904.42","4","0","1"
"870","Training Bag","511770","8183437","66987","3934.19","1886.47","904.83","2","0","1"
"870","Training Bag","511774","8183441","66987","3953.96","1887.67","904.82","2","0","1"
"870","Training Bag","8183333","8183319","66969","3888.54","1793.26","904.42","4","1","1"
"870","Training Bag","8183344","8183319","66969","3888.54","1793.26","904.42","4","1","1"
"870","Training Bag","8183406","8183331","66969","3896.48","1811.35","904.42","4","1","1"
"870","Training Bag","8183407","8183347","66969","3908.31","1795.04","904.42","3","1","1"
"870","Training Bag","8183411","8183331","66969","3896.48","1811.35","904.42","4","1","1"
"870","Training Bag","8183412","8183405","66969","3890.62","1791.31","904.42","4","1","1"
"870","Training Bag","8183413","8183347","66969","3908.31","1795.04","904.42","3","1","1"
"870","Training Bag","8183447","8183331","66969","3896.48","1811.35","904.42","4","1","1"
"870","Training Bag","8183448","8183329","66969","3906.62","1792.76","904.42","2","1","1"
"870","Training Bag","8183449","8183405","66969","3890.62","1791.31","904.42","4","1","1"
"870","Training Dummy","1392","8155714","67127","1610.76","996.95","470.71","3","1","1"
"870","Training Dummy","1393","8155717","67127","1599.73","995.44","470.71","3","1","1"
"870","Training Dummy","534116","8155890","67127","921.14","233.94","503.2","2","0","1"
"870","Training Dummy","535207","8155714","67127","1610.76","996.95","470.71","3","0","1"
"870","Training Dummy","535214","8155717","67127","1599.73","995.44","470.71","3","0","1"
"870","Training Target","511795","8183404","60931","4059.65","1676.47","925.36","2","0","1"
"870","Training Target","511797","8183398","60931","4051.12","1669.31","925.35","2","0","1"
"870","Training Target","511803","8183391","60931","4040.85","1665.05","925.36","2","0","1"
"870","Training Target","511810","8183365","60931","4031.56","1721.24","925.36","2","0","1"
"870","Training Target","511815","8183373","60931","4042.68","1720.93","925.36","2","0","1"
"870","Training Target","511821","8183387","60931","4053.14","1717.28","925.36","2","0","1"
"870","Training Target","533487","8156658","60931","776.1","2043.01","316.16","2","0","1"
"870","Training Target","533488","8156659","53714","775.95","2043.27","316.16","2","0","1"
"870","Training Target","533496","8156654","60931","773.29","2042.41","316.16","2","0","1"
"870","Training Target","533500","8156711","53714","838.83","1962.96","316.21","2","0","1"
"870","Training Target","533504","8156655","53714","773.22","2042.69","316.16","2","0","1"
"870","Training Target","533507","8156704","53714","828.97","1958","316.23","2","0","1"
"870","Training Target","533508","8156707","53714","831.76","1958.12","316.23","2","0","1"
"870","Training Target","533509","8156710","53714","836.92","1960.92","316.3","2","0","1"
"870","Training Target","533513","8156715","53714","849.08","1973.77","316.16","2","0","1"
"870","Training Target","533514","8156713","60931","848.83","1973.81","316.16","2","0","1"
"870","Training Target","533515","8156716","53714","851.08","1975.73","316.16","2","0","1"
"870","Training Target","533516","8156717","53714","853.61","1979.71","316.16","2","0","1"
"870","Training Target","533518","8156706","60931","831.68","1958.34","316.31","2","0","1"
"870","Training Target","533531","8156714","53714","853.73","1982.51","316.16","2","0","1"
"870","Training Target","533544","8156712","60931","853.51","1982.52","316.16","2","0","1"
"870","Training Target","533598","8156641","53714","760.08","2031.68","316.33","2","0","1"
"870","Training Target","533599","8156640","53714","758.25","2029.57","316.23","2","0","1"
"870","Training Target","533600","8156639","60931","758.5","2029.44","316.24","2","0","1"
"870","Training Target","533601","8156593","60931","762.77","1971.14","316.16","2","0","1"
"870","Training Target","533602","8156603","53714","756.17","1983.21","316.16","2","0","1"
"870","Training Target","533606","8156594","53714","760.58","1972.86","316.25","2","0","1"
"870","Training Target","533607","8156592","53714","762.61","1970.95","316.16","2","0","1"
"870","Training Target","533609","8156607","53714","756.22","1986","316.16","2","0","1"
"870","Training Target","533610","8156608","60931","756.45","1986.11","316.16","2","0","1"
"870","Training Target","533614","8156577","53714","757.73","1948.95","320.4","2","0","1"
"870","Training Target","533625","8156574","60931","752.42","1952.23","320.68","2","0","1"
"870","Training Target","533626","8156576","53714","759.59","1946.86","320.61","2","0","1"
"870","Training Target","533629","8156573","53714","749.77","1953.3","320.73","2","0","1"
"870","Training Target","533630","8156575","53714","752.46","1952.49","320.69","2","0","1"
"870","Trapper Ri","505818","8162367","66981","2932.06","-486.86","268.94","2","0","1"
"870","Traumatized Nectarbreeze Farmer","501256","8166168","55209","117.9","-1565.09","93.57","2","0","1"
"870","Traveling Trader","513935","8159326","65891","218.98","255.77","154.45","2","0","1"
"870","Traveling Trader","513936","8159315","65891","217.31","248.47","155.3","2","0","1"
"870","Traveling Trader","515419","8159899","65891","-214.22","1341.06","214.87","2","0","1"
"870","Trenchwing Scavenger","517242","8160920","59251","-978.95","703.96","17.81","3","0","1"
"870","Trenchwing Scavenger","517262","8160919","59251","-984.47","692.91","22.24","3","0","1"
"870","Trenchwing Scavenger","517690","8180817","59251","-973.92","592.14","30.74","2","0","1"
"870","Trenchwing Scavenger","517695","8180805","59251","-968.04","486.2","32.66","2","0","1"
"870","Trenchwing Scavenger","8180831","8160919","59251","-984.47","692.91","22.24","3","1","1"
"870","Trenchwing Scavenger","8180833","8160920","59251","-978.95","703.96","17.81","3","1","1"
"870","Tribal Alchemist","509223","8170323","60458","2985.31","345.87","500.12","2","0","1"
"870","Tribal Alchemist","509230","8170331","60458","3025.33","426.98","503.45","2","0","1"
"870","Tribal Alchemist","509241","8170332","60458","3007.73","439.4","505.4","2","0","1"
"870","Tsavo'ka","581322","8184640","72808","-444.08","-5380.88","5.53","2","0","1"
"870","Tu'aho Pathcutter","535268","1016","74019","1668.5","948.06","489.57","2","0","1"
"870","Tumbleweed","508714","8169870","63027","2273.54","1372.33","509.12","2","0","1"
"870","Tumbleweed","509077","8169422","63027","1911.29","1905.3","451.13","2","0","1"
"870","Tuskripper Grukna","572373","8182830","69060","-1778.24","2440.08","25.55","2","0","1"
"870","Twinspire Deathguard","505723","8166318","66272","-149.75","-1513.25","72.92","2","0","1"
"870","Twinspire Deathguard","505796","8166312","66272","-108.23","-1513.75","83.46","2","0","1"
"870","Twinspire Demolisher","505727","8166366","66279","-141.32","-1423.06","83.46","2","0","1"
"870","Twinspire Demolisher","505742","8166335","66279","-144.56","-1466.09","83.46","2","0","1"
"870","Twinspire Demolisher","505747","8166352","66279","-144.76","-1438.53","83.46","2","0","1"
"870","Twinspire Demolitionist","505657","8166391","66273","-185.28","-1367.14","72.66","2","0","1"
"870","Twinspire Grunt","505691","8166370","66269","-208.07","-1428.9","72.9","2","0","1"
"870","Twinspire Grunt","505731","8166400","66269","-79.12","-1415.3","128.19","2","0","1"
"870","Twinspire Grunt","505734","8166381","66269","-81.77","-1416.73","128.18","2","0","1"
"870","Twinspire Peon","500966","8166462","59979","-391.79","-1463.23","20.98","2","0","1"
"870","Twinspire Peon","500967","8166463","59979","-393.64","-1463.98","20.92","2","0","1"
"870","Twinspire Peon","500992","8166434","59979","-350.32","-1432.19","3.35","2","0","1"
"870","Twinspire Peon","500993","8166433","59979","-354.4","-1428.66","2.89","2","0","1"
"870","Twinspire Peon","500999","8166477","59979","-359.69","-1470.5","39.35","2","0","1"
"870","Twinspire Peon","501001","8166474","59979","-360.55","-1467.78","39.48","2","0","1"
"870","Twinspire Peon","501018","8166473","59979","-362.77","-1468.49","39.35","2","0","1"
"870","Twinspire Peon","501020","8166476","59979","-363.61","-1470.35","38.82","2","0","1"
"870","Twinspire Peon","505681","8166445","59979","-298.45","-1444.41","61.05","2","0","1"
"870","Twinspire Peon","505682","8166444","59979","-296.41","-1437.12","61.1","2","0","1"
"870","Twinspire Peon","505683","8166446","59979","-293.76","-1441.62","61","2","0","1"
"870","Twinspire Taskmaster","500949","8166464","54627","-387.74","-1463.66","20.95","2","0","1"
"870","Twisted Corpse","506088","8162484","66948","3381.36","-813.4","246.17","2","0","1"
"870","Twisted Corpse","506116","8162504","66948","3361.43","-852.19","246.08","2","0","1"
"870","Twitchheel Hoarder","513152","8158217","56538","114.19","-27.09","137.71","2","0","1"
"870","Twitchheel Hoarder","513153","8158216","56538","116.59","-25.41","137.29","2","0","1"
"870","Twitchheel Hoarder","513157","8158215","56538","117.93","-26.82","136.91","2","0","1"
"870","Twitchheel Hoarder","513178","8159252","56538","100.68","116.25","156.91","2","0","1"
"870","Twitchheel Hoarder","513179","8159301","56538","105.1","118.05","157.23","2","0","1"
"870","Twitchheel Hoarder","513181","8159253","56538","100.75","119","157.45","2","0","1"
"870","Twitchheel Hoarder","513222","8158212","56538","131.22","-38.53","136.69","2","0","1"
"870","Twitchheel Hoarder","513223","8158197","56538","140.58","-25.16","136.86","2","0","1"
"870","Twitchheel Hoarder","513224","8158213","56538","130.98","-41.69","136.72","2","0","1"
"870","Twitchheel Hoarder","513225","8158196","56538","140.87","-27.46","136.87","2","0","1"
"870","Twitchheel Hoarder","513226","8158209","56538","133.14","-40.07","136.52","2","0","1"
"870","Twitchheel Hoarder","513229","8158188","56538","155.94","-19.59","138.33","2","0","1"
"870","Twitchheel Hoarder","513230","8158187","56538","158.4","-17.63","139.41","2","0","1"
"870","Twitchheel Hoarder","513231","8158186","56538","160.42","-18.68","139.55","2","0","1"
"870","Twitchheel Hoarder","513233","8158181","56538","178.55","-46.34","154.29","2","0","1"
"870","Twitchheel Hoarder","513234","8158180","56538","178.89","-43.8","153.97","2","0","1"
"870","Twitchheel Hoarder","513235","8158183","56538","177.29","-44.99","154.15","2","0","1"
"870","Twitchheel Hoarder","513247","8158194","56538","143.24","-27.77","137.01","2","0","1"
"870","Twitchheel Sleepyhead","513227","8158193","66655","144.58","-21.01","137.18","2","0","1"
"870","Twitchheel Sleepyhead","513228","8158195","66655","142.32","-35.71","137.17","2","0","1"
"870","Twitchheel Sleepyhead","513232","8158165","66655","200.35","-13.65","166.62","2","0","1"
"870","Twitchheel Sleepyhead","513241","8158214","66655","119.89","-34.47","136.96","2","0","1"
"870","Tylen Moonfeather","517758","8180394","59049","-1125.72","-228.67","31.45","2","0","1"
"870","Uncle Bigpocket","507784","8170488","64518","3040.88","747.93","527.57","2","0","1"
"870","Uncle Deming","517174","8180956","65748","-1653.14","565.35","0.7","2","0","1"
"870","Uncle Eastwind","509473","8169630","60416","2712.91","2160.25","589.15","2","0","1"
"870","Uncle Gus","535278","1021","64043","1716.13","879.04","471.01","2","0","1"
"870","Unga Fish-Getter","519026","8182444","60299","-2818.3","968.22","0.3","2","0","1"
"870","Unga Fish-Getter","519048","8182288","60299","-2753.79","646.42","0.2","2","0","1"
"870","Unga Fish-Getter","519074","8182299","60299","-2776.29","666.29","0.24","2","0","1"
"870","Unga Fish-Getter","519085","8182238","60299","-2741.77","498.28","0.54","2","0","1"
"870","Unga Fish-Getter","519086","8182237","60299","-2738.91","518.72","3.95","2","0","1"
"870","Unga Fish-Getter","519088","8182240","60299","-2758.35","488.2","0.65","2","0","1"
"870","Unga Fish-Getter","519096","8182239","60299","-2737.75","561.85","5.82","2","0","1"
"870","Unga Fish-Getter","519345","8182459","60299","-2807.73","949.6","0.34","2","0","1"
"870","Unga Treasure-Hider","518974","8182273","60357","-2820.83","590.27","3.03","2","0","1"
"870","Unga Villager","518981","8182336","60358","-2955.96","572.48","97.82","2","0","1"
"870","Unga Villager","518995","8182385","60358","-3026.82","833.46","28.91","2","0","1"
"870","Unga Villager","519295","8182407","60358","-2907.7","933.02","12","2","0","1"
"870","Unga Villager","519296","8182408","60358","-2906.02","930.29","12","2","0","1"
"870","Unga Villager","519298","8182406","60358","-2909.32","928.56","12.1","2","0","1"
"870","Unga Villager","519309","8182389","60358","-2943.02","879.39","4.5","2","0","1"
"870","Unga Villager","519311","8182393","60358","-2941.53","882.59","5.45","2","0","1"
"870","Unga Villager","519312","8182398","60358","-2935.35","920.08","8.79","2","0","1"
"870","Unga Villager","519313","8182392","60358","-2939.7","879.55","4.6","2","0","1"
"870","Unga Villager","519314","8182405","60358","-2931.28","917.96","8.79","2","0","1"
"870","Unga Villager","519315","8182387","60358","-2924.95","866.83","4.13","2","0","1"
"870","Unga Villager","519316","8182403","60358","-2917.39","916.76","8.41","2","0","1"
"870","Unga Villager","519317","8182404","60358","-2913.81","915.62","8.19","2","0","1"
"870","Unga Villager","519318","8182409","60358","-2910.38","931.26","12.08","2","0","1"
"870","Unga Villager","519349","8182342","60358","-2953.24","710.7","14.51","2","0","1"
"870","Unga Villager","519350","8182340","60358","-2953.61","708.05","14.77","2","0","1"
"870","Unga Villager","519351","8182341","60358","-2956.87","710.34","15.01","2","0","1"
"870","Unga Villager","519353","8182351","60358","-2970.13","733.59","13.15","2","0","1"
"870","Unga Villager","519354","8182352","60358","-2973.72","734.73","13.4","2","0","1"
"870","Unga Villager","519355","8182372","60358","-3008.75","816.87","28.7","2","0","1"
"870","Unga Villager","519356","8182373","60358","-3011.49","816.81","28.7","2","0","1"
"870","Unga Villager","519358","8182360","60358","-2999.73","795.31","26.11","2","0","1"
"870","Unga Villager","519363","8182292","60358","-2880.93","654.66","19.04","2","0","1"
"870","Unga Villager","519364","8182291","60358","-2876.37","640.51","19.14","2","0","1"
"870","Unga Villager","519368","8182312","60358","-2930.55","646.4","24.66","2","0","1"
"870","Unga Villager","519369","8182320","60358","-2947.09","658.55","25.63","2","0","1"
"870","Unga Villager","519370","8182317","60358","-2944.23","660.16","25.72","2","0","1"
"870","Unga Villager","519371","8182315","60358","-2942.04","657.2","25.73","2","0","1"
"870","Unga Villager","519372","8182318","60358","-2945.08","656.24","25.65","2","0","1"
"870","Unga Villager","519376","8182379","60358","-2961.94","855.22","8.16","2","0","1"
"870","Unga Villager","519377","8182377","60358","-2960.65","853.23","7.47","2","0","1"
"870","Unga Villager","519378","8182381","60358","-2951.67","842.71","3.32","2","0","1"
"870","Unga Villager","519379","8182380","60358","-2949.12","840.79","3.23","2","0","1"
"870","Unga Villager","519380","8182384","60358","-2946.42","839.54","3.27","2","0","1"
"870","Unga Villager","519381","8182378","60358","-2958.21","871.08","6.94","2","0","1"
"870","Unga Villager","519382","8182383","60358","-2956.82","873.26","7.29","2","0","1"
"870","Unga Villager","519383","8182391","60358","-2955.77","874.8","7.22","2","0","1"
"870","Unga Villager","519384","8182382","60358","-2942.09","854.17","1.22","2","0","1"
"870","Unga Villager","519385","8182376","60358","-2941.36","857.77","1.2","2","0","1"
"870","Unga Villager","519386","8182386","60358","-2926.11","846.76","3.4","2","0","1"
"870","Unga Villager","519392","8182370","60358","-2980.44","840.65","13.16","2","0","1"
"870","Unga Villager","519393","8182375","60358","-2988.86","860.27","15.57","2","0","1"
"870","Unga Villager","519394","8182374","60358","-2992.97","861.06","15.98","2","0","1"
"870","Unga Villager","519395","8182357","60358","-2918.3","783.29","2.48","2","0","1"
"870","Unga Villager","519396","8182358","60358","-2919.5","780.9","2.76","2","0","1"
"870","Unga Villager","519401","8182390","60358","-2945.91","877.79","4","2","0","1"
"870","Unga Villager","519402","8182362","60358","-2997.04","791.24","26.11","2","0","1"
"870","Upland Raven","506693","8171591","65629","3579.96","1665.22","868.2","2","0","1"
"870","Upland Raven","506700","8171568","65629","3526.36","1732.23","881.97","2","0","1"
"870","Upland Raven","510201","8171657","65629","3710.57","1445.2","817.91","2","0","1"
"870","Upland Raven","510207","8171627","65629","3597.18","1574.72","864.08","2","0","1"
"870","Upland Raven","510211","8171665","65629","3704.34","1318.42","811.27","2","0","1"
"870","Upland Raven","510221","8171651","65629","3652.14","1428.44","792.79","2","0","1"
"870","Upland Raven","510222","8171654","65629","3655.61","1426.32","789.97","2","0","1"
"870","Upland Raven","510223","8171653","65629","3669.16","1432.16","782.51","2","0","1"
"870","Upland Raven","510226","8171652","65629","3662.38","1426.21","792.65","2","0","1"
"870","Upland Raven","8171659","8171658","65629","3716.9","1444.92","825.72","2","1","1"
"870","Uruk","525761","8173643","62613","2684.48","4186.59","200.28","2","0","1"
"870","Vaultkeeper Goldpenny","535322","1382","63965","1701.42","1006.59","489.09","2","0","1"
"870","Vaultkeeper Kan","535273","1384","63964","1714.05","1005.79","489.09","2","0","1"
"870","Vaultkeeper Meelad","511447","1363","67013","1777.83","903.62","487.33","2","0","1"
"870","Vaultkeeper Shifen","535303","1385","63966","1725.31","1009.71","489.09","2","0","1"
"870","Veiled Basilisk","521662","8174778","66448","2066.46","3439.57","296.54","2","0","1"
"870","Violet Pandaren Phoenix","534199","8155802","66970","1370.14","405.68","549.88","2","0","1"
"870","Violetdown Songspinner","517312","8180842","65819","-1046.1","779.39","49.7","2","0","1"
"870","Violetdown Songspinner","517369","8182012","65819","-1926.94","1515.42","15.93","2","0","1"
"870","Violetdown Songspinner","518002","8181062","65819","-1200.71","906.11","35.98","2","0","1"
"870","Violetdown Songspinner","520877","8181135","65819","-985.63","1092.95","20.66","2","0","1"
"870","Violetdown Songspinner","520882","8181136","65819","-991.14","1110.98","18.24","2","0","1"
"870","Virgil","515403","8159986","59624","-416.76","1449.35","179.49","2","0","1"
"870","Void Flame","505590","8168306","57872","774.86","-2558.18","108.64","2","0","1"
"870","Void Flame","505706","8168307","57872","723.16","-2541.04","96.06","2","0","1"
"870","Void Flame","505795","8168238","57872","983.15","-2346.56","157.46","2","0","1"
